"Note: Inserting images over cells in sheets is pretty quirky, so if some of the trainer images on your screen appear misplaced, it's because the sheet couldn't load them all in properly. This visual bug can easily be fixed by refreshing the sheet and slowly scrolling through the part your using, to let each of the trainer images load in properly. If that doesn't work try switching to a different tab (on the bottom), then switching back. - Garrett :)",,,,,,
Youngster Calvin (Route 102),,,,,,
,,,,,,
,Lv. 100 (Naive),Lv. 100 ,Lv. 100 (Hasty),Lv. 100,Lv. 100,Lv. 100 (Mild)
,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Chesto Berry,Lum Berry
,Pressure,Static,Intimidate,Synchronize,Guts,Intimidate
,Shadow Sneak,Thunderbolt,Double-Edge,Psychic,Superpower,Heat Wave
,Shadow Ball,Bite,Earthquake,Fire Punch,Earthquake,Crunch
,Brick Break,HP Grass,HP Ghost,HP Water,HP Ghost,HP Grass
,HP Rock,Signal Beam,Quick Attack,Thunder Punch,Rock Slide,Pursuit
,,,,,,
Elite Four Phoebe,,,,,,
,,,,,,
,Gengar (f),Ludicolo (f),Crobat (f),Gardevoir (f),Sableye (f),Dusclops (f)
,Lv. 100 (Bold),Lv. 100,Lv. 100 (Impish),Lv. 100 (Careful),Lv. 100 (Lonely),Lv. 100 (Timid)
,Lum Berry,Lum Berry,Leftovers,Lum Berry,Lum Berry,Lum Berry
,Levitate,Swift Swim,Inner Focus,Synchronize,Pressure,Pressure
,Hypnosis,Grasswhistle,Hypnosis,Thunder Wave,Double Team,Double Team
,Destiny Bond,Giga Drain,Air Slash,Psychic,Recover,Rest
,Thunderbolt,Ice Beam,Heat Wave,Thunderbolt,Shadow Ball,Shadow Ball
,Ice Punch,Surf,HP Ground,Fire Punch,Brick Break,Brick Break
,,,,,,
Elite Four Glacia,,,,,,
,,,,,,
,Glalie (f),Wailord (f),Regice ,Dewgong (f),Swampert,Lapras (f)
,Lv. 100 (Hasty),Lv. 100 (Lax),Lv. 100 ,Lv. 100,Lv. 100,Lv. 100 (Mild)
,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry
,Intimidate,Pressure,Clear Body,Swift Swim,Swift Swim,Shell Armor
,Weather Ball,Hyper Voice,Counter,Drill Run,Yawn,Ice Shard
,Ice Beam,Water Spout,Ice Beam,Ice Beam,Ancient Power,Ice Beam
,Spikes,Amnesia,Thunder,HP Grass,Muddy Water,Thunder
,Explosion,Self-Destruct,Explosion,Surf,Earthquake,Hydro Pump
,,,,,,
Elite Four Drake,,,,,,
,,,,,,
,Latios (m),Tyranitar (m),Salamence (m),Kingdra (m),Dragonite (m),Latias (f)
,Lv. 100 (Brave),Lv. 100 (Mild),Lv. 100 ,Lv. 100 (Sassy),Lv. 100 (Jolly),Lv. 100 (Calm)
,Soul Dew,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Soul Dew
,Levitate,Intimidate,Intimidate,Swift Swim,Thick Fat,Levitate
,Draco Meteor,Dragon Dance,Draco Meteor,Draco Meteor,Dragon Dance,Calm Mind
,Luster Purge,Ancient Power,Air Slash,Octazooka,Extreme Speed,Dragon Claw
,HP Fire,Earthquake,Earthquake,Ice Beam,Earthquake,Recover
,Recover,HP Bug,Flamethrower,HP Fighting,Rock Slide,HP Fire
,,,,,,
Champion Steven,,,,,,
,,,,,,
,Metagross ,Starmie,Jirachi,Mewtwo,Aerodactyl (m),Deoxys-Attack
,Lv. 100 (Jolly),Lv. 100 (Mild),Lv. 100 (Relaxed),Lv. 100 (Adamant),Lv. 100 ,Lv. 100 (Sassy)
,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry
,Clear Body,Natural Cure,Serene Grace,Pressure,Rock Head,Pressure
,Agility,Psychic,Meteor Mash,Psychic,Sky Attack,Psycho Boost
,Meteor Mash,Hydro Pump,Extrasensory,Shadow Ball,Ancient Power,Superpower
,Earthquake,Thunderbolt,Thunderbolt,Brick Break,Earthquake,Shadow Ball
,Explosion,Ice Beam,Fire Punch,Flamethrower,Flamethrower,Fire Punch
